frame,lat,lon,ele
140,43.36482909125,-71.4587012925,119.44875
141,43.36482051,-71.45868983,119.58
142,43.36481521933334,-71.458684706,119.582
143,43.364809928666666,-71.458679582,119.584
144,43.364804638,-71.458674458,119.586
145,43.36479934733333,-71.45866933399999,119.588
146,43.36479405666667,-71.45866421,119.59
147,43.364788766000004,-71.458659086,119.592
148,43.36478347533333,-71.458653962,119.594
149,43.36477818466667,-71.458648838,119.596
150,43.364772894,-71.458643714,119.598
151,43.364767603333334,-71.45863859,119.6
152,43.36476231266667,-71.45863346600001,119.602
153,43.364757022,-71.458628342,119.604
154,43.364751731333335,-71.458623218,119.606
155,43.364746440666664,-71.458618094,119.608
156,43.36474115,-71.45861297,119.61
157,43.364730933333334,-71.45860967222222,119.55111111111111
158,43.36472071666667,-71.45860637444444,119.49222222222222
159,43.3647105,-71.45860307666668,119.43333333333334
160,43.364700283333335,-71.4585997788889,119.37444444444445
161,43.36469006666667,-71.45859648111112,119.31555555555555
162,43.36467985,-71.45859318333333,119.25666666666666
163,43.364669633333335,-71.45858988555557,119.19777777777777
164,43.36465941666667,-71.45858658777779,119.13888888888889
165,43.3646492,-71.45858329,119.08
166,43.36463689875,-71.4585805575,119.1225
167,43.364624597500004,-71.458577825,119.16499999999999
168,43.36461229625,-71.45857509250001,119.2075
169,43.364599995000006,-71.45857236,119.25
170,43.36458769375,-71.4585696275,119.2925
171,43.3645753925,-71.458566895,119.33500000000001
172,43.364563091250005,-71.45856416250001,119.3775
173,43.36455079,-71.45856143,119.42
174,43.364538735000004,-71.45856134375,119.41875
175,43.364526680000004,-71.45856125750001,119.4175
176,43.364514625000005,-71.45856117125,119.41625
177,43.36450257,-71.458561085,119.41499999999999
178,43.364490515,-71.45856099875,119.41375
179,43.36447846,-71.45856091249999,119.4125
180,43.364466405,-71.45856082625,119.41125
181,43.36445435,-71.45856074,119.41
182,43.36445056238994,-71.45855783616003,119.4466142557652
183,43.36444677477988,-71.45855493232006,119.4832285115304
184,43.36444298716982,-71.45855202848009,119.5198427672956
185,43.36443919955975,-71.45854912464011,119.55645702306079
186,43.364435411949685,-71.45854622080013,119.59307127882599
187,43.36443162433962,-71.45854331696016,119.62968553459119
188,43.36442783672956,-71.45854041312019,119.66629979035639
189,43.3644240491195,-71.45853750928022,119.70291404612159
190,43.36442026150944,-71.45853460544025,119.73952830188679
191,43.364416473899375,-71.45853170160028,119.776142557652
192,43.36441268628931,-71.45852879776031,119.8127568134172
193,43.364408898679244,-71.45852589392034,119.84937106918238
194,43.36440511106918,-71.45852299008037,119.88598532494758
195,43.36440132345912,-71.45852008624038,119.92259958071278
196,43.36439753584906,-71.45851718240041,119.95921383647799
197,43.364393748238996,-71.45851427856044,119.99582809224319
198,43.364389960628934,-71.45851137472047,120.03244234800839
199,43.36438617301887,-71.4585084708805,120.06905660377359
200,43.36438238540881,-71.45850556704053,120.10567085953879
201,43.36437859779874,-71.45850266320056,120.14228511530398
202,43.36437481018868,-71.45849975936059,120.17889937106918
203,43.36437102257862,-71.45849685552062,120.21551362683438
204,43.364367234968554,-71.45849395168064,120.25212788259958
205,43.36436344735849,-71.45849104784067,120.28874213836478
206,43.36435965974843,-71.4584881440007,120.32535639412998
207,43.36435587213837,-71.45848524016073,120.36197064989518
208,43.364352084528306,-71.45848233632076,120.39858490566039
209,43.36434829691824,-71.45847943248079,120.43519916142557
210,43.364344509308175,-71.45847652864082,120.47181341719077
211,43.36434072169811,-71.45847362480085,120.50842767295597
212,43.36433693408805,-71.45847072096088,120.54504192872118
213,43.36433314647799,-71.45846781712089,120.58165618448638
214,43.36432935886793,-71.45846491328092,120.61827044025158
215,43.364325571257865,-71.45846200944095,120.65488469601678
216,43.364321783647796,-71.45845910560098,120.69149895178197
217,43.364317996037734,-71.45845620176101,120.72811320754717
218,43.36431420842767,-71.45845329792104,120.76472746331237
219,43.36431042081761,-71.45845039408107,120.80134171907757
220,43.36430663320755,-71.4584474902411,120.83795597484277
221,43.364302845597486,-71.45844458640113,120.87457023060797
222,43.364299057987424,-71.45844168256114,120.91118448637317
223,43.36429527037736,-71.45843877872117,120.94779874213837
224,43.36429148276729,-71.4584358748812,120.98441299790356
225,43.36428769515723,-71.45843297104123,121.02102725366876
226,43.36428390754717,-71.45843006720126,121.05764150943396
227,43.364280119937106,-71.45842716336129,121.09425576519916
228,43.364276332327044,-71.45842425952132,121.13087002096437
229,43.36427254471698,-71.45842135568135,121.16748427672957
230,43.36426875710692,-71.45841845184138,121.20409853249477
231,43.36426496949686,-71.4584155480014,121.24071278825997
232,43.36426118188679,-71.45841264416143,121.27732704402516
233,43.36425739427673,-71.45840974032146,121.31394129979036
234,43.364253606666665,-71.45840683648149,121.35055555555556
235,43.3642498190566,-71.45840393264152,121.38716981132076
236,43.36424889264151,-71.45840189660377,121.43792452830189
237,43.364247966226415,-71.45839986056603,121.48867924528302
238,43.364247039811325,-71.4583978245283,121.53943396226416
239,43.36424611339623,-71.45839578849056,121.59018867924529
240,43.36424518698114,-71.45839375245284,121.64094339622642
241,43.36424426056604,-71.4583917164151,121.69169811320755
242,43.36424333415094,-71.45838968037737,121.74245283018868
243,43.36424240773585,-71.45838764433962,121.79320754716981
244,43.364241481320754,-71.4583856083019,121.84396226415095
245,43.36424055490566,-71.45838357226415,121.89471698113208
246,43.364239628490566,-71.45838153622641,121.94547169811321
247,43.364238702075475,-71.45837950018868,121.99622641509434
248,43.36423777566038,-71.45837746415094,122.04698113207547
249,43.36423684924529,-71.45837542811321,122.0977358490566
250,43.36423592283019,-71.45837339207547,122.14849056603774
251,43.3642349964151,-71.45837135603774,122.19924528301887
252,43.36423407,-71.45836932,122.25
253,43.3642284675,-71.45835453250001,122.24125000000001
254,43.364222865,-71.458339745,122.2325
255,43.364217262500006,-71.4583249575,122.22375
256,43.36421166,-71.45831017,122.215
257,43.3642060575,-71.45829538250001,122.20625000000001
258,43.364200455,-71.458280595,122.1975
259,43.364194852500006,-71.4582658075,122.18875
260,43.36418925,-71.45825102,122.18
261,43.364191058181824,-71.45823918636364,122.19272727272728
262,43.36419286636364,-71.45822735272728,122.20545454545454
263,43.36419467454546,-71.45821551909091,122.21818181818182
264,43.36419648272727,-71.45820368545455,122.2309090909091
265,43.364198290909094,-71.45819185181819,122.24363636363637
266,43.36420009909091,-71.45818001818182,122.25636363636363
267,43.36420190727273,-71.45816818454546,122.2690909090909
268,43.36420371545454,-71.45815635090909,122.28181818181818
269,43.364205523636365,-71.45814451727273,122.29454545454546
270,43.36420733181818,-71.45813268363636,122.30727272727272
271,43.36420914,-71.45812085,122.32
272,43.364217946,-71.458117124,122.386
273,43.364226752,-71.458113398,122.452
274,43.364235558000004,-71.458109672,122.518
275,43.364244364,-71.458105946,122.584
276,43.36425317,-71.45810222,122.65
277,43.364261976,-71.458098494,122.716
278,43.364270782000006,-71.458094768,122.782
279,43.364279588,-71.458091042,122.848
280,43.364288394,-71.458087316,122.914
281,43.3642972,-71.45808359,122.98
282,43.36430429615385,-71.45808338384616,123.01615384615386
283,43.36431139230769,-71.45808317769232,123.05230769230769
284,43.36431848846154,-71.45808297153846,123.08846153846154
285,43.364325584615386,-71.45808276538462,123.12461538461538
286,43.36433268076923,-71.45808255923077,123.16076923076923
287,43.364339776923075,-71.45808235307693,123.19692307692308
288,43.364346873076926,-71.45808214692308,123.23307692307692
289,43.36435396923077,-71.45808194076923,123.26923076923077
290,43.364361065384614,-71.45808173461539,123.30538461538463
291,43.36436816153846,-71.45808152846155,123.34153846153846
292,43.36437525769231,-71.45808132230769,123.37769230769231
293,43.36438235384615,-71.45808111615385,123.41384615384615
294,43.36438945,-71.45808091,123.45
295,43.364398110909086,-71.45808109272728,123.45636363636363
296,43.36440677181818,-71.45808127545455,123.46272727272728
297,43.36441543272727,-71.45808145818182,123.46909090909091
298,43.36442409363636,-71.4580816409091,123.47545454545454
299,43.364432754545454,-71.45808182363636,123.48181818181818
300,43.36444141545454,-71.45808200636364,123.48818181818181
301,43.36445007636364,-71.4580821890909,123.49454545454546
302,43.36445873727273,-71.45808237181818,123.50090909090909
303,43.364467398181816,-71.45808255454546,123.50727272727272
304,43.36447605909091,-71.45808273727272,123.51363636363637
305,43.36448472,-71.45808292,123.52
306,43.364493948,-71.458080791,123.67399999999999
307,43.364503176,-71.45807866199999,123.828
308,43.364512403999996,-71.458076533,123.982
309,43.364521632,-71.458074404,124.136
310,43.36453086,-71.458072275,124.28999999999999
311,43.364540088,-71.458070146,124.444
312,43.364549315999994,-71.458068017,124.598
313,43.364558544,-71.45806588800001,124.752
314,43.364567772,-71.458063759,124.906
315,43.364577,-71.45806163,125.06
316,43.36458790555555,-71.45806244222223,125.04444444444445
317,43.36459881111111,-71.45806325444445,125.02888888888889
318,43.36460971666666,-71.45806406666667,125.01333333333334
319,43.36462062222222,-71.45806487888889,124.99777777777778
320,43.364631527777775,-71.45806569111112,124.98222222222222
321,43.36464243333333,-71.45806650333334,124.96666666666667
322,43.364653338888886,-71.45806731555555,124.95111111111112
323,43.36466424444444,-71.45806812777778,124.93555555555555
324,43.36467515,-71.45806894,124.92
325,43.3646869825,-71.45807165375001,124.96000000000001
326,43.364698815,-71.4580743675,125.0
327,43.3647106475,-71.45807708125,125.03999999999999
328,43.36472248,-71.458079795,125.08
329,43.3647343125,-71.45808250875001,125.12
330,43.364746145,-71.4580852225,125.16
331,43.3647579775,-71.45808793625,125.19999999999999
332,43.36476981,-71.45809065,125.24
333,43.36478082,-71.45809624375,125.19999999999999
334,43.36479183,-71.45810183750001,125.16
335,43.36480284,-71.45810743125,125.12
336,43.364813850000004,-71.458113025,125.08
337,43.36482486,-71.45811861875,125.03999999999999
338,43.36483587,-71.4581242125,125.0
339,43.36484688,-71.45812980625,124.96000000000001
340,43.36485789,-71.4581354,124.92
341,43.364865934545456,-71.45813866909091,124.91363636363637
342,43.36487397909091,-71.45814193818183,124.90727272727273
343,43.36488202363637,-71.45814520727272,124.9009090909091
344,43.36489006818182,-71.45814847636363,124.89454545454545
345,43.364898112727275,-71.45815174545454,124.88818181818182
346,43.36490615727273,-71.45815501454545,124.88181818181818
347,43.36491420181818,-71.45815828363637,124.87545454545455
348,43.36492224636363,-71.45816155272728,124.8690909090909
349,43.36493029090909,-71.45816482181817,124.86272727272727
350,43.364938335454546,-71.45816809090908,124.85636363636362
351,43.36494638,-71.45817136,124.85
352,43.364951874375,-71.458175189375,124.82
353,43.36495736875,-71.45817901875,124.78999999999999
354,43.364962863125,-71.45818284812499,124.75999999999999
355,43.3649683575,-71.4581866775,124.72999999999999
356,43.364973851875,-71.458190506875,124.7
357,43.364979346249996,-71.45819433624999,124.67
358,43.364984840625,-71.45819816562499,124.64
359,43.364990335,-71.458201995,124.61
360,43.364995829375,-71.458205824375,124.58
361,43.36500132375,-71.45820965375,124.55
362,43.365006818124996,-71.458213483125,124.52
363,43.3650123125,-71.4582173125,124.49000000000001
364,43.365017806874995,-71.458221141875,124.46000000000001
365,43.36502330125,-71.45822497124999,124.43
366,43.365028795624994,-71.458228800625,124.4
367,43.36503429,-71.45823263,124.37
368,43.36504383,-71.45823992111112,124.27888888888889
369,43.36505337,-71.45824721222222,124.18777777777778
370,43.36506291,-71.45825450333334,124.09666666666666
371,43.36507245,-71.45826179444444,124.00555555555556
372,43.36508199,-71.45826908555556,123.91444444444444
373,43.36509153,-71.45827637666666,123.82333333333334
374,43.36510107,-71.45828366777778,123.73222222222222
375,43.36511061,-71.45829095888888,123.64111111111112
376,43.36512015,-71.45829825,123.55
377,43.36513014666667,-71.45830368777777,123.52777777777777
378,43.365140143333335,-71.45830912555556,123.50555555555555
379,43.365150140000004,-71.45831456333333,123.48333333333333
380,43.36516013666667,-71.4583200011111,123.46111111111111
381,43.365170133333336,-71.45832543888889,123.43888888888888
382,43.36518013,-71.45833087666666,123.41666666666666
383,43.36519012666667,-71.45833631444444,123.39444444444445
384,43.36520012333333,-71.45834175222222,123.37222222222222
385,43.36521012,-71.45834719,123.35
386,43.365217678,-71.458355175,123.30699999999999
387,43.365225236,-71.45836316,123.264
388,43.365232794,-71.458371145,123.221
389,43.365240352,-71.45837913,123.178
390,43.36524791,-71.458387115,123.13499999999999
391,43.365255468,-71.4583951,123.092
392,43.365263026,-71.458403085,123.049
393,43.365270584,-71.45841107,123.006
394,43.365278142,-71.45841905500001,122.963
395,43.3652857,-71.45842704,122.92
396,43.365290515714285,-71.45843291642858,122.91357142857143
397,43.36529533142857,-71.45843879285715,122.90714285714286
398,43.36530014714286,-71.45844466928571,122.90071428571429
399,43.365304962857145,-71.45845054571429,122.89428571428572
400,43.36530977857143,-71.45845642214286,122.88785714285714
401,43.365314594285714,-71.45846229857143,122.88142857142857
402,43.36531941,-71.45846817500001,122.875
403,43.36532422571429,-71.45847405142857,122.86857142857143
404,43.36532904142857,-71.45847992785714,122.86214285714286
405,43.36533385714286,-71.45848580428571,122.85571428571428
406,43.36533867285714,-71.45849168071429,122.84928571428571
407,43.36534348857143,-71.45849755714285,122.84285714285714
408,43.36534830428572,-71.45850343357142,122.83642857142857
409,43.36535312,-71.45850931,122.83
410,43.365358315,-71.458512494375,122.90062499999999
411,43.36536351,-71.45851567874999,122.97125
412,43.365368705,-71.458518863125,123.041875
413,43.3653739,-71.4585220475,123.1125
414,43.365379095,-71.458525231875,123.18312499999999
415,43.36538429,-71.45852841625,123.25375
416,43.365389485,-71.458531600625,123.324375
417,43.36539468,-71.458534785,123.395
418,43.365399875,-71.458537969375,123.46562499999999
419,43.36540507,-71.45854115374999,123.53625
420,43.365410265,-71.458544338125,123.606875
421,43.36541546,-71.4585475225,123.6775
422,43.365420655,-71.458550706875,123.74812499999999
423,43.36542585,-71.45855389125,123.81875
424,43.365431045,-71.458557075625,123.889375
425,43.36543624,-71.45856026,123.96
426,43.36543913727273,-71.45857210636363,123.87818181818182
427,43.36544203454545,-71.45858395272727,123.79636363636364
428,43.36544493181818,-71.45859579909092,123.71454545454544
429,43.36544782909091,-71.45860764545455,123.63272727272727
430,43.36545072636364,-71.45861949181818,123.55090909090909
431,43.36545362363636,-71.45863133818182,123.46909090909091
432,43.36545652090909,-71.45864318454545,123.38727272727273
433,43.36545941818182,-71.45865503090909,123.30545454545455
434,43.36546231545455,-71.45866687727273,123.22363636363636
435,43.36546521272727,-71.45867872363637,123.14181818181818
436,43.36546811,-71.45869057,123.06
437,43.36547459444444,-71.45870118777778,123.07222222222222
438,43.36548107888889,-71.45871180555555,123.08444444444444
439,43.36548756333333,-71.45872242333333,123.09666666666666
440,43.36549404777778,-71.4587330411111,123.10888888888888
441,43.36550053222222,-71.45874365888889,123.12111111111112
442,43.36550701666667,-71.45875427666667,123.13333333333334
443,43.36551350111111,-71.45876489444444,123.14555555555556
444,43.36551998555556,-71.45877551222222,123.15777777777778
445,43.36552647,-71.45878613,123.17
446,43.365530743,-71.45879857199999,123.15
447,43.365535016,-71.45881101399999,123.13
448,43.365539289,-71.45882345599999,123.11
449,43.365543562,-71.45883589799999,123.09
450,43.365547835,-71.45884834,123.07
451,43.365552108,-71.458860782,123.05
452,43.365556381000005,-71.458873224,123.03
453,43.365560654,-71.458885666,123.01
454,43.365564927,-71.458898108,122.99
455,43.3655692,-71.45891055,122.97
456,43.365571396,-71.458923347,122.94
457,43.365573592000004,-71.45893614399999,122.91
458,43.365575788,-71.458948941,122.88
459,43.365577984000005,-71.458961738,122.85
460,43.36558018,-71.458974535,122.82
461,43.365582376,-71.45898733199999,122.79
462,43.365584572,-71.45900012899999,122.76
463,43.365586768,-71.459012926,122.73
464,43.365588964000004,-71.459025723,122.7
465,43.36559116,-71.45903852,122.67
466,43.365592392,-71.45905079799999,122.619
467,43.365593624,-71.45906307599999,122.568
468,43.365594856,-71.45907535399999,122.517
469,43.365596088,-71.45908763199999,122.466
470,43.36559732,-71.45909990999999,122.41499999999999
471,43.365598552,-71.459112188,122.364
472,43.365599784,-71.459124466,122.313
473,43.365601016,-71.459136744,122.262
474,43.365602247999995,-71.459149022,122.211
475,43.36560348,-71.4591613,122.16
476,43.365605413,-71.459173897,122.161
477,43.365607346,-71.45918649400001,122.16199999999999
478,43.365609279,-71.459199091,122.163
479,43.365611212,-71.45921168800001,122.164
480,43.365613145,-71.459224285,122.16499999999999
481,43.365615078,-71.459236882,122.166
482,43.365617011,-71.45924947900001,122.167
483,43.365618944,-71.459262076,122.168
484,43.365620877,-71.45927467300001,122.169
485,43.36562281,-71.45928727,122.17
486,43.365623928,-71.459300877,122.194
487,43.365625046,-71.459314484,122.218
488,43.365626164,-71.459328091,122.242
489,43.365627282,-71.459341698,122.266
490,43.3656284,-71.459355305,122.28999999999999
491,43.365629518,-71.459368912,122.314
492,43.365630636,-71.459382519,122.338
493,43.365631754,-71.459396126,122.362
494,43.365632872,-71.459409733,122.386
495,43.36563399,-71.45942334,122.41
496,43.36563521222222,-71.45943783,122.53666666666666
497,43.36563643444445,-71.45945232,122.66333333333333
498,43.365637656666664,-71.45946681,122.78999999999999
499,43.36563887888889,-71.4594813,122.91666666666666
500,43.36564010111111,-71.45949579,123.04333333333334
501,43.365641323333335,-71.45951028,123.17
502,43.36564254555555,-71.45952477,123.29666666666667
503,43.365643767777776,-71.45953926,123.42333333333333
504,43.36564499,-71.45955375,123.55
505,43.3656468,-71.45956641,123.562
506,43.36564861,-71.45957907,123.574
507,43.36565042,-71.45959173,123.586
508,43.36565223,-71.45960439,123.598
509,43.365654039999995,-71.45961704999999,123.61
510,43.365655849999996,-71.45962971,123.622
511,43.36565766,-71.45964237,123.634
512,43.36565947,-71.45965503,123.646
513,43.36566128,-71.45966769,123.658
514,43.36566309,-71.45968035,123.67
515,43.36566281111111,-71.45969473,123.69555555555556
516,43.36566253222222,-71.45970911,123.72111111111111
517,43.36566225333333,-71.45972349,123.74666666666667
518,43.36566197444444,-71.45973787,123.77222222222223
519,43.36566169555555,-71.45975225000001,123.79777777777778
520,43.36566141666666,-71.45976663,123.82333333333334
521,43.36566113777778,-71.45978101,123.8488888888889
522,43.36566085888889,-71.45979539000001,123.87444444444445
523,43.36566058,-71.45980977,123.9
524,43.36565695777777,-71.45982333444445,123.81666666666668
525,43.36565333555555,-71.4598368988889,123.73333333333333
526,43.36564971333333,-71.45985046333334,123.65
527,43.36564609111111,-71.45986402777778,123.56666666666668
528,43.365642468888886,-71.45987759222223,123.48333333333333
529,43.36563884666666,-71.45989115666667,123.4
530,43.365635224444446,-71.45990472111112,123.31666666666668
531,43.36563160222222,-71.45991828555556,123.23333333333333
532,43.36562798,-71.45993185,123.15
533,43.365626735999996,-71.459945248,123.215
534,43.365625492,-71.459958646,123.28
535,43.365624248,-71.45997204400001,123.345
536,43.365623004,-71.459985442,123.41
537,43.365621759999996,-71.45999884,123.475
538,43.365620516,-71.460012238,123.54
539,43.365619272,-71.46002563600001,123.605
540,43.365618028,-71.460039034,123.67
541,43.365616784,-71.460052432,123.735
542,43.36561554,-71.46006583,123.8
543,43.36561222636364,-71.46007749909091,123.69090909090909
544,43.365608912727275,-71.46008916818182,123.58181818181818
545,43.365605599090905,-71.46010083727273,123.47272727272727
546,43.36560228545454,-71.46011250636364,123.36363636363636
547,43.36559897181818,-71.46012417545455,123.25454545454545
548,43.36559565818182,-71.46013584454545,123.14545454545454
549,43.365592344545455,-71.46014751363636,123.03636363636363
550,43.36558903090909,-71.46015918272727,122.92727272727272
551,43.36558571727272,-71.46017085181818,122.81818181818181
552,43.36558240363636,-71.46018252090909,122.7090909090909
553,43.36557909,-71.46019419,122.6
554,43.365574826666666,-71.46020749,122.5
555,43.36557056333333,-71.46022079,122.39999999999999
556,43.3655663,-71.46023409,122.3
557,43.36556203666667,-71.46024738999999,122.2
558,43.36555777333333,-71.46026069,122.1
559,43.36555351,-71.46027398999999,122.0
560,43.36554924666667,-71.46028729,121.9
561,43.36554498333333,-71.46030058999999,121.8
562,43.36554072,-71.46031389,121.7
563,43.36553608777778,-71.46032623555556,121.64666666666668
564,43.365531455555555,-71.4603385811111,121.59333333333333
565,43.36552682333333,-71.46035092666666,121.54
566,43.36552219111111,-71.46036327222222,121.48666666666666
567,43.36551755888889,-71.46037561777777,121.43333333333334
568,43.36551292666667,-71.46038796333333,121.38
569,43.365508294444446,-71.4604003088889,121.32666666666667
570,43.365503662222224,-71.46041265444444,121.27333333333333
571,43.36549903,-71.460425,121.22
572,43.365493317777776,-71.46043723777778,121.17666666666666
573,43.36548760555556,-71.46044947555556,121.13333333333333
574,43.36548189333333,-71.46046171333333,121.09
575,43.36547618111111,-71.46047395111111,121.04666666666667
576,43.36547046888889,-71.4604861888889,121.00333333333333
577,43.36546475666667,-71.46049842666667,120.96
578,43.36545904444444,-71.46051066444444,120.91666666666667
579,43.36545333222222,-71.46052290222222,120.87333333333333
580,43.36544762,-71.46053514,120.83
581,43.36544102625,-71.460548695,120.8575
582,43.365434432499995,-71.46056225000001,120.88499999999999
583,43.36542783875,-71.460575805,120.9125
584,43.365421245,-71.46058936,120.94
585,43.36541465125,-71.460602915,120.9675
586,43.365408057500005,-71.46061646999999,120.995
587,43.365401463750004,-71.460630025,121.0225
588,43.36539487,-71.46064358,121.05
589,43.365386988750004,-71.46065594625,121.18875
590,43.365379107500004,-71.46066831249999,121.3275
591,43.365371226250005,-71.46068067875,121.46625
592,43.365363345000006,-71.460693045,121.60499999999999
593,43.36535546375,-71.46070541125,121.74374999999999
